№ 2771608099421000203|/epz/contract/contractCard/common-info.html?reestrNumber=2771608099421000203|Исполнение|1 293 124,48|08.11.2021|№ 306М|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОСПИТАЛЬ ДЛЯ ВЕТЕРАНОВ ВОЙН №3 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2502406865621001730|/epz/contract/contractCard/common-info.html?reestrNumber=2502406865621001730|Исполнение|6 779 999,16|08.11.2021|№ 0348200081021001752|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ "ДИРЕКЦИЯ ЕДИНОГО ЗАКАЗЧИКА МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ МОСКОВСКОЙ ОБЛАСТИ"
№ 2773506919221000561|/epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000561|Исполнение|3 590 304,90|08.11.2021|№ 0373200063121000550|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 1770584752921000055|/epz/contract/contractCard/common-info.html?reestrNumber=1770584752921000055|Исполнение|4 500 600,00|09.11.2021|№ 0173100008321000025/К/11|МИНИСТЕРСТВО ЭНЕРГЕТИКИ РОССИЙСКОЙ ФЕДЕРАЦИИ
№ 2773506919221000560|/epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000560|Исполнение|1 369 842,92|08.11.2021|№ 0373200063121000560|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773506919221000559|/epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000559|Исполнение|1 385 394,61|08.11.2021|№ 0373200063121000554|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2501709985421000044|/epz/contract/contractCard/common-info.html?reestrNumber=2501709985421000044|Исполнение|1 030 920,00|09.11.2021|№ 1375/22-НДП|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ "СПОРТИВНАЯ ШКОЛА ОЛИМПИЙСКОГО РЕЗЕРВА "ИСТИНА"
№ 2770205109421000047|/epz/contract/contractCard/common-info.html?reestrNumber=2770205109421000047|Исполнение|3 490 000,00|09.11.2021|№ ДО-37/21|ГОСУДАРСТВЕННАЯ ЖИЛИЩНАЯ ИНСПЕКЦИЯ ГОРОДА МОСКВЫ
№ 2773506919221000558|/epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000558|Исполнение|1 499 688,92|08.11.2021|№ 0373200063121000556|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 3501712502121000008|/epz/contract/contractCard/common-info.html?reestrNumber=3501712502121000008|Исполнение|1 519 399,43|09.11.2021|№ 08483000482210008550001|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ "ЖИЛИЩНО-КОММУНАЛЬНОЕ УПРАВЛЕНИЕ ГОРОДСКОГО ОКРУГА ИСТРА"
№ 2773506919221000557|/epz/contract/contractCard/common-info.html?reestrNumber=2773506919221000557|Исполнение|1 450 243,58|08.11.2021|№ 0373200063121000558|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ М.П. КОНЧАЛОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2771777200321000076|/epz/contract/contractCard/common-info.html?reestrNumber=2771777200321000076|Исполнение|2 463 672,41|08.11.2021|№ 1785-2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА МАРЬИНА РОЩА"
№ 3501103681921000004|/epz/contract/contractCard/common-info.html?reestrNumber=3501103681921000004|Исполнение|753 244,00|09.11.2021|№ 0848300046021000752|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "ЕДИНАЯ ДЕЖУРНО-ДИСПЕТЧЕРСКАЯ СЛУЖБА ГОРОДСКОГО ОКРУГА ЕГОРЬЕВСК"
№ 2771504923021000003|/epz/contract/contractCard/common-info.html?reestrNumber=2771504923021000003|Исполнение|1 793 850,00|08.11.2021|№ 92808261|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ "МОСКОВСКИЙ МОЛОДЕЖНЫЙ ЭКСПЕРИМЕНТАЛЬНЫЙ ТЕАТР ПОД РУКОВОДСТВОМ ВЯЧЕСЛАВА СПЕСИВЦЕВА"
№ 3502919455921000006|/epz/contract/contractCard/common-info.html?reestrNumber=3502919455921000006|Исполнение|645 460,00|09.11.2021|№ 0848300062721000497001-74|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 74 "ОДУВАНЧИК"
№ 3502910094521000007|/epz/contract/contractCard/common-info.html?reestrNumber=3502910094521000007|Исполнение|785 498,00|09.11.2021|№ 0848300062721000483001-57|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД №57 "ПОЧЕМУЧКА"
№ 3502910094521000006|/epz/contract/contractCard/common-info.html?reestrNumber=3502910094521000006|Исполнение|1 745 257,86|09.11.2021|№ 0848300062721000467001-57|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ЦЕНТР РАЗВИТИЯ РЕБЁНКА - ДЕТСКИЙ САД №57 "ПОЧЕМУЧКА"
№ 2772009352321001241|/epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001241|Исполнение|2 957 665,10|09.11.2021|№ 0373200022221000945|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772009352321001240|/epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001240|Исполнение|1 116 735,60|09.11.2021|№ 0373200022221000932|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772009352321001238|/epz/contract/contractCard/common-info.html?reestrNumber=2772009352321001238|Исполнение|2 999 850,00|09.11.2021|№ 0373200022221000950|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "МОСКОВСКИЙ КЛИНИЧЕСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР ИМЕНИ А.С. ЛОГИНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 3501102549321000121|/epz/contract/contractCard/common-info.html?reestrNumber=3501102549321000121|Исполнение|780 439,95|09.11.2021|№ 0848300046021000629-3/284|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "ЕГОРЬЕВСКАЯ СЛУЖБА ЕДИНОГО ЗАКАЗЧИКА"
№ 2773701276221000057|/epz/contract/contractCard/common-info.html?reestrNumber=2773701276221000057|Исполнение|4 060 000,00|08.11.2021|№ 690/21/К|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ "ГОСУДАРСТВЕННЫЙ ИСТОРИКО-АРХИТЕКТУРНЫЙ, ХУДОЖЕСТВЕННЫЙ И ЛАНДШАФТНЫЙ МУЗЕЙ-ЗАПОВЕДНИК "ЦАРИЦЫНО"
№ 2771434324621000079|/epz/contract/contractCard/common-info.html?reestrNumber=2771434324621000079|Исполнение|1 372 000,00|08.11.2021|№ 1392/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА БЕГОВОЙ"
№ 3502910078321000003|/epz/contract/contractCard/common-info.html?reestrNumber=3502910078321000003|Исполнение|655 935,84|09.11.2021|№ 0848300062721000469001-50|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ КОМБИНИРОВАННОГО ВИДА ДЕТСКИЙ САД № 50 "ЗОРЕНЬКА"
№ 3507901354321000010|/epz/contract/contractCard/common-info.html?reestrNumber=3507901354321000010|Исполнение|1 500 000,00|08.11.2021|№ 08483000515210001260001|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ПО ОБЕСПЕЧЕНИЮ ДЕЯТЕЛЬНОСТИ ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ ГОРОДСКОГО ОКРУГА ШАХОВСКАЯ
№ 2773204454521000328|/epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000328|Исполнение|1 808 927,40|09.11.2021|№ 364|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773204454521000327|/epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000327|Исполнение|1 000 055,54|09.11.2021|№ 363|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773204454521000323|/epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000323|Исполнение|1 628 451,16|09.11.2021|№ 347|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2504204292521000040|/epz/contract/contractCard/common-info.html?reestrNumber=2504204292521000040|Исполнение|2 149 825,00|08.11.2021|№ 203/ЭА|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ МОСКОВСКОЙ ОБЛАСТИ "СЕРГИЕВО-ПОСАДСКИЙ КОЛЛЕДЖ"
№ 2773204454521000322|/epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000322|Исполнение|669 687,00|09.11.2021|№ 360|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2773204454521000321|/epz/contract/contractCard/common-info.html?reestrNumber=2773204454521000321|Исполнение|1 188 295,22|09.11.2021|№ 339|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА № 17 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770912942321000470|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000470|Исполнение|6 600 000,00|09.11.2021|№ 0373200001221000479|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770912942321000469|/epz/contract/contractCard/common-info.html?reestrNumber=2770912942321000469|Исполнение|1 098 457,36|09.11.2021|№ 0373200001221000475|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ И.В. ДАВЫДОВСКОГО ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770500260221000510|/epz/contract/contractCard/common-info.html?reestrNumber=2770500260221000510|Исполнение|6 811 782,60|08.11.2021|№ МГТ0290-21|ГОСУДАРСТВЕННОЕ УНИТАРНОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ "МОСГОРТРАНС"
№ 2770407612921000144|/epz/contract/contractCard/common-info.html?reestrNumber=2770407612921000144|Исполнение|1 805 855,79|08.11.2021|№ 163/21(ПСД)|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ДИРЕКЦИЯ РАЗВИТИЯ ОБЪЕКТОВ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2771976542821000045|/epz/contract/contractCard/common-info.html?reestrNumber=2771976542821000045|Исполнение|6 380 640,00|09.11.2021|№ 94311361|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ КУЛЬТУРЫ ГОРОДА МОСКВЫ "МОСКОВСКОЕ КИНО"
№ 2772232937221000048|/epz/contract/contractCard/common-info.html?reestrNumber=2772232937221000048|Исполнение|2 845 729,44|08.11.2021|№ 283-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО"
№ 2771548881521000115|/epz/contract/contractCard/common-info.html?reestrNumber=2771548881521000115|Исполнение|15 453 892,14|08.11.2021|№ 22-МКД/22|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА БИБИРЕВО"
№ 3500311501621000178|/epz/contract/contractCard/common-info.html?reestrNumber=3500311501621000178|Исполнение|11 468 777,81|09.11.2021|№ 0848300048421000465|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ "ДОРСЕРВИС"
№ 3500311501621000177|/epz/contract/contractCard/common-info.html?reestrNumber=3500311501621000177|Исполнение|8 245 744,65|09.11.2021|№ 0848300048421000411|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЛЕНИНСКОГО ГОРОДСКОГО ОКРУГА МОСКОВСКОЙ ОБЛАСТИ "ДОРСЕРВИС"
№ 2770407612921000143|/epz/contract/contractCard/common-info.html?reestrNumber=2770407612921000143|Исполнение|27 891 206,00|08.11.2021|№ 165/21(КР)|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ДИРЕКЦИЯ РАЗВИТИЯ ОБЪЕКТОВ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772232937221000047|/epz/contract/contractCard/common-info.html?reestrNumber=2772232937221000047|Исполнение|2 039 465,86|08.11.2021|№ 277-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО"
№ 3503403546621000020|/epz/contract/contractCard/common-info.html?reestrNumber=3503403546621000020|Исполнение|1 225 779,84|08.11.2021|№ 0848300049021001024|МУНИЦИПАЛЬНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 40 Г. ЛИКИНО-ДУЛЁВО
№ 3502918124621000007|/epz/contract/contractCard/common-info.html?reestrNumber=3502918124621000007|Исполнение|965 042,40|09.11.2021|№ 0848300062721000464001-70|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 70 "ЗОЛОТАЯ РЫБКА"
№ 3502918124621000006|/epz/contract/contractCard/common-info.html?reestrNumber=3502918124621000006|Исполнение|514 366,00|09.11.2021|№ 0848300062721000477001-70|МУНИЦИПАЛЬНОЕ БЮДЖЕТНОЕ ДОШКОЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕТСКИЙ САД № 70 "ЗОЛОТАЯ РЫБКА"
№ 2770205109421000046|/epz/contract/contractCard/common-info.html?reestrNumber=2770205109421000046|Исполнение|10 000 000,00|08.11.2021|№ КГ-21/04999|ГОСУДАРСТВЕННАЯ ЖИЛИЩНАЯ ИНСПЕКЦИЯ ГОРОДА МОСКВЫ
№ 2773411725221000020|/epz/contract/contractCard/common-info.html?reestrNumber=2773411725221000020|Исполнение|584 022,71|08.11.2021|№ 0373200136521000013|ГОСУДАРСТВЕННОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ ДОПОЛНИТЕЛЬНОГО ПРОФЕССИОНАЛЬНОГО ОБРАЗОВАНИЯ "УЧЕБНО-МЕТОДИЧЕСКИЙ ЦЕНТР ПО ГРАЖДАНСКОЙ ОБОРОНЕ И ЧРЕЗВЫЧАЙНЫМ СИТУАЦИЯМ ГОРОДА МОСКВЫ"
№ 2771301781021000026|/epz/contract/contractCard/common-info.html?reestrNumber=2771301781021000026|Исполнение|3 703 458,72|08.11.2021|№ 198-Р|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ПРОФЕССИОНАЛЬНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "МЕДИЦИНСКИЙ КОЛЛЕДЖ № 1"
№ 2770404312321000031|/epz/contract/contractCard/common-info.html?reestrNumber=2770404312321000031|Исполнение|50 457 183,72|08.11.2021|№ 02732000001210000250001|МОСКОВСКИЙ ГОРОДСКОЙ ФОНД ОБЯЗАТЕЛЬНОГО МЕДИЦИНСКОГО СТРАХОВАНИЯ
№ 2772008035521000376|/epz/contract/contractCard/common-info.html?reestrNumber=2772008035521000376|Исполнение|504 000,00|09.11.2021|№ 381-ЧС/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 3502705242121000005|/epz/contract/contractCard/common-info.html?reestrNumber=3502705242121000005|Исполнение|700 000,00|09.11.2021|№ 82801013|МУНИЦИПАЛЬНОЕ СПОРТИВНО-ОЗДОРОВИТЕЛЬНОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ГОРОДСКОГО ОКРУГА КОТЕЛЬНИКИ МОСКОВСКОЙ ОБЛАСТИ "СПОРТКОМПЛЕКС КОТЕЛЬНИКИ"
№ 2770205931121000412|/epz/contract/contractCard/common-info.html?reestrNumber=2770205931121000412|Исполнение|3 368 896,68|08.11.2021|№ 497-ОЭ/21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "УПРАВЛЕНИЕ СПОРТИВНЫМИ ОБЪЕКТАМИ" ДЕПАРТАМЕНТА СПОРТА ГОРОДА МОСКВЫ
№ 2770917310121000174|/epz/contract/contractCard/common-info.html?reestrNumber=2770917310121000174|Исполнение|2 132 524,70|09.11.2021|№ 203-21|ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "МОСКОВСКИЙ НАУЧНО-ПРАКТИЧЕСКИЙ ЦЕНТР МЕДИЦИНСКОЙ РЕАБИЛИТАЦИИ, ВОССТАНОВИТЕЛЬНОЙ И СПОРТИВНОЙ МЕДИЦИНЫ ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772300187321000011|/epz/contract/contractCard/common-info.html?reestrNumber=2772300187321000011|Исполнение|1 690 400,00|09.11.2021|№ 92714368|ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "СТОМАТОЛОГИЧЕСКАЯ ПОЛИКЛИНИКА № 51 ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2772008035521000375|/epz/contract/contractCard/common-info.html?reestrNumber=2772008035521000375|Исполнение|3 503 500,00|09.11.2021|№ 378-ЧС/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ Е.О. МУХИНА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2771434240421000049|/epz/contract/contractCard/common-info.html?reestrNumber=2771434240421000049|Исполнение|2 007 912,88|09.11.2021|№ 1543/44/2021|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК САВЕЛОВСКОГО РАЙОНА"
№ 2770407612921000142|/epz/contract/contractCard/common-info.html?reestrNumber=2770407612921000142|Исполнение|12 225 093,47|08.11.2021|№ 164/21(АВС)|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ДИРЕКЦИЯ РАЗВИТИЯ ОБЪЕКТОВ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
№ 2770417731021000504|/epz/contract/contractCard/common-info.html?reestrNumber=2770417731021000504|Исполнение|1 226 227,68|08.11.2021|№ Ф.2021.367|КАЗЕННОЕ ПРЕДПРИЯТИЕ ГОРОДА МОСКВЫ "ВЫСТАВКА ДОСТИЖЕНИЙ НАРОДНОГО ХОЗЯЙСТВА"
№ 2772232937221000046|/epz/contract/contractCard/common-info.html?reestrNumber=2772232937221000046|Исполнение|2 921 142,50|09.11.2021|№ 282-21|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ГОРОДА МОСКВЫ "ЖИЛИЩНИК РАЙОНА ЛЕФОРТОВО"
№ 3502916894321000101|/epz/contract/contractCard/common-info.html?reestrNumber=3502916894321000101|Исполнение|8 594 500,46|08.11.2021|№ 95/21|МУНИЦИПАЛЬНОЕ КАЗЕННОЕ УЧРЕЖДЕНИЕ "УПРАВЛЕНИЕ КАПИТАЛЬНОГО СТРОИТЕЛЬСТВА ЖИЛИЩНО-КОММУНАЛЬНОГО ХОЗЯЙСТВА"
№ 1770500425421000213|/epz/contract/contractCard/common-info.html?reestrNumber=1770500425421000213|Исполнение|944 000,00|08.11.2021|№ 257-Б-21-003-э|БИРЮЛЕВСКИЙ ЭКСПЕРИМЕНТАЛЬНЫЙ ЗАВОД - ФИЛИАЛ ФЕДЕРАЛЬНОГО ГОСУДАРСТВЕННОГО БЮДЖЕТНОГО УЧРЕЖДЕНИЯ НАУКИ ФЕДЕРАЛЬНОГО ИССЛЕДОВАТЕЛЬСКОГО ЦЕНТРА ПИТАНИЯ, БИОТЕХНОЛОГИИ И БЕЗОПАСНОСТИ ПИЩИ
№ 2772459896621000655|/epz/contract/contractCard/common-info.html?reestrNumber=2772459896621000655|Исполнение|9 751 500,00|09.11.2021|№ 0373200052721000701_51008|ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ УЧРЕЖДЕНИЕ ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ "ГОРОДСКАЯ КЛИНИЧЕСКАЯ БОЛЬНИЦА ИМЕНИ В.М. БУЯНОВА ДЕПАРТАМЕНТА ЗДРАВООХРАНЕНИЯ ГОРОДА МОСКВЫ"
